title,publish_time,authors,journal
REGN-COV2 antibodies prevent and treat SARS-CoV-2 infection in rhesus macaques and hamsters.,"{""value"":""2020-10-09""}","Baum, Alina; Ajithdoss, Dharani; Copin, Richard; Zhou, Anbo; Lanza, Kathryn; Negron, Nicole; Ni, Min; Wei, Yi; Mohammadi, Kusha; Musser, Bret; Atwal, Gurinder S; Oyejide, Adelekan; Goez-Gazi, Yenny; Dutton, John; Clemmons, Elizabeth; Staples, Hilary M; Bartley, Carmen; Klaffke, Benjamin; Alfson, Kendra; Gazi, Michal; Gonzalez, Olga; Dick, Edward; Carrion, Ricardo; Pessaint, Laurent; Porto, Maciel; Cook, Anthony; Brown, Renita; Ali, Vaneesha; Greenhouse, Jack; Taylor, Tammy; Andersen, Hanne; Lewis, Mark G; Stahl, Neil; Murphy, Andrew J; Yancopoulos, George D; Kyratsous, Christos A",Science
A pandemic journey.,"{""value"":""2020-10-09""}","Ramos, Sergio E",Science
Inhibiting Ebola virus and SARS-CoV-2 entry.,"{""value"":""2020-10-09""}","Wells, Alexandra I; Coyne, Carolyn B",Science
"Sweden's gamble.","{""value"":""2020-10-09""}","Vogel, Gretchen",Science
"A call to test new vaccines head to head, in monkeys.","{""value"":""2020-10-09""}","Cohen, Jon",Science
Contextualizing bats as viral reservoirs.,"{""value"":""2020-10-09""}","Streicker, Daniel G; Gilbert, Amy T",Science
Neutrophilic inflammation in the respiratory mucosa predisposes to RSV infection.,"{""value"":""2020-10-09""}","Habibi, Maximillian S; Thwaites, Ryan S; Chang, Meiping; Jozwik, Agnieszka; Paras, Allan; Kirsebom, Freja; Varese, Augusto; Owen, Amber; Cuthbertson, Leah; James, Phillip; Tunstall, Tanushree; Nickle, David; Hansel, Trevor T; Moffatt, Miriam F; Johansson, Cecilia; Chiu, Christopher; Openshaw, Peter J M",Science
Will SARS-CoV-2 become endemic?,"{""value"":""2020-10-14""}","Shaman, Jeffrey; Galanti, Marta",Science
Comparative host-coronavirus protein interaction networks reveal pan-viral disease mechanisms.,"{""value"":""2020-10-15""}","Gordon, David E; Hiatt, Joseph; Bouhaddou, Mehdi; Rezelj, Veronica V; Ulferts, Svenja; Braberg, Hannes; Jureka, Alexander S; Obernier, Kirsten; Guo, Jeffrey Z; Batra, Jyoti; Kaake, Robyn M; Weckstein, Andrew R; Owens, Tristan W; Gupta, Meghna; Pourmal, Sergei; Titus, Erron W; Cakir, Merve; Soucheray, Margaret; McGregor, Michael; Cakir, Zeynep; Jang, Gwendolyn; O'Meara, Matthew J; Tummino, Tia A; Zhang, Ziyang; Foussard, Helene; Rojc, Ajda; Zhou, Yuan; Kuchenov, Dmitry; Hüttenhain, Ruth; Xu, Jiewei; Eckhardt, Manon; Swaney, Danielle L; Fabius, Jacqueline M; Ummadi, Manisha; Tutuncuoglu, Beril; Rathore, Ujjwal; Modak, Maya; Haas, Paige; Haas, Kelsey M; Naing, Zun Zar Chi; Pulido, Ernst H; Shi, Ying; Barrio-Hernandez, Inigo; Memon, Danish; Petsalaki, Eirini; Dunham, Alistair; Marrero, Miguel Correa; Burke, David; Koh, Cassandra; Vallet, Thomas; Silvas, Jesus A; Azumaya, Caleigh M; Billesbølle, Christian; Brilot, Axel F; Campbell, Melody G; Diallo, Amy; Dickinson, Miles Sasha; Diwanji, Devan; Herrera, Nadia; Hoppe, Nick; Kratochvil, Huong T; Liu, Yanxin; Merz, Gregory E; Moritz, Michelle; Nguyen, Henry C; Nowotny, Carlos; Puchades, Cristina; Rizo, Alexandrea N; Schulze-Gahmen, Ursula; Smith, Amber M; Sun, Ming; Young, Iris D; Zhao, Jianhua; Asarnow, Daniel; Biel, Justin; Bowen, Alisa; Braxton, Julian R; Chen, Jen; Chio, Cynthia M; Chio, Un Seng; Deshpande, Ishan; Doan, Loan; Faust, Bryan; Flores, Sebastian; Jin, Mingliang; Kim, Kate; Lam, Victor L; Li, Fei; Li, Junrui; Li, Yen-Li; Li, Yang; Liu, Xi; Lo, Megan; Lopez, Kyle E; Melo, Arthur A; Moss, Frank R; Nguyen, Phuong; Paulino, Joana; Pawar, Komal Ishwar; Peters, Jessica K; Pospiech, Thomas H; Safari, Maliheh; Sangwan, Smriti; Schaefer, Kaitlin; Thomas, Paul V; Thwin, Aye C; Trenker, Raphael; Tse, Eric; Tsui, Tsz Kin Martin; Wang, Feng; Whitis, Natalie; Yu, Zanlin; Zhang, Kaihua; Zhang, Yang; Zhou, Fengbo; Saltzberg, Daniel; Hodder, Anthony J; Shun-Shion, Amber S; Williams, Daniel M; White, Kris M; Rosales, Romel; Kehrer, Thomas; Miorin, Lisa; Moreno, Elena; Patel, Arvind H; Rihn, Suzannah; Khalid, Mir M; Vallejo-Gracia, Albert; Fozouni, Parinaz; Simoneau, Camille R; Roth, Theodore L; Wu, David; Karim, Mohd Anisul; Ghoussaini, Maya; Dunham, Ian; Berardi, Francesco; Weigang, Sebastian; Chazal, Maxime; Park, Jisoo; Logue, James; McGrath, Marisa; Weston, Stuart; Haupt, Robert; Hastie, C James; Elliott, Matthew; Brown, Fiona; Burness, Kerry A; Reid, Elaine; Dorward, Mark; Johnson, Clare; Wilkinson, Stuart G; Geyer, Anna; Giesel, Daniel M; Baillie, Carla; Raggett, Samantha; Leech, Hannah; Toth, Rachel; Goodman, Nicola; Keough, Kathleen C; Lind, Abigail L; Klesh, Reyna J; Hemphill, Kafi R; Carlson-Stevermer, Jared; Oki, Jennifer; Holden, Kevin; Maures, Travis; Pollard, Katherine S; Sali, Andrej; Agard, David A; Cheng, Yifan; Fraser, James S; Frost, Adam; Jura, Natalia; Kortemme, Tanja; Manglik, Aashish; Southworth, Daniel R; Stroud, Robert M; Alessi, Dario R; Davies, Paul; Frieman, Matthew B; Ideker, Trey; Abate, Carmen; Jouvenet, Nolwenn; Kochs, Georg; Shoichet, Brian; Ott, Melanie; Palmarini, Massimo; Shokat, Kevan M; García-Sastre, Adolfo; Rassen, Jeremy A; Grosse, Robert; Rosenberg, Oren S; Verba, Kliment A; Basler, Christopher F; Vignuzzi, Marco; Peden, Andrew A; Beltrao, Pedro; Krogan, Nevan J",Science
U.S. faculty job market tanks.,"{""value"":""2020-10-16""}","Langin, Katie",Science
Not throwing away our shot.,"{""value"":""2020-10-16""}","Thorp, H Holden",Science
Lubricating lipids in hydrogels.,"{""value"":""2020-10-16""}","Schmidt, Tannin A",Science
My last drop.,"{""value"":""2020-10-16""}","Ayers, John C",Science
COVID-19 recovery funds dwarf clean energy investment needs.,"{""value"":""2020-10-16""}","Andrijevic, Marina; Schleussner, Carl-Friedrich; Gidden, Matthew J; McCollum, David L; Rogelj, Joeri",Science
Found: genes that sway the course of the coronavirus.,"{""value"":""2020-10-16""}","Kaiser, Jocelyn",Science
What if Biden wins?,"{""value"":""2020-10-16""}","Malakoff, David",Science
"The United Kingdom's mask crusader.","{""value"":""2020-10-16""}","Shell, Ellen Ruppel",Science
Weathering the storm.,"{""value"":""2020-10-16""}","Mervis, Jeffrey",Science
Neuropilin-1 facilitates SARS-CoV-2 cell entry and infectivity.,"{""value"":""2020-10-20""}","Cantuti-Castelvetri, Ludovico; Ojha, Ravi; Pedro, Liliana D; Djannatian, Minou; Franz, Jonas; Kuivanen, Suvi; van der Meer, Franziska; Kallio, Katri; Kaya, Tuğberk; Anastasina, Maria; Smura, Teemu; Levanov, Lev; Szirovicza, Leonora; Tobi, Allan; Kallio-Kokko, Hannimari; Österlund, Pamela; Joensuu, Merja; Meunier, Frédéric A; Butcher, Sarah J; Winkler, Martin Sebastian; Mollenhauer, Brit; Helenius, Ari; Gokce, Ozgun; Teesalu, Tambet; Hepojoki, Jussi; Vapalahti, Olli; Stadelmann, Christine; Balistreri, Giuseppe; Simons, Mikael",Science
Neuropilin-1 is a host factor for SARS-CoV-2 infection.,"{""value"":""2020-10-20""}","Daly, James L; Simonetti, Boris; Klein, Katja; Chen, Kai-En; Williamson, Maia Kavanagh; Antón-Plágaro, Carlos; Shoemark, Deborah K; Simón-Gracia, Lorena; Bauer, Michael; Hollandi, Reka; Greber, Urs F; Horvath, Peter; Sessions, Richard B; Helenius, Ari; Hiscox, Julian A; Teesalu, Tambet; Matthews, David A; Davidson, Andrew D; Collins, Brett M; Cullen, Peter J; Yamauchi, Yohei",Science
Structural analysis of full-length SARS-CoV-2 spike protein from an advanced vaccine candidate.,"{""value"":""2020-10-20""}","Bangaru, Sandhya; Ozorowski, Gabriel; Turner, Hannah L; Antanasijevic, Aleksandar; Huang, Deli; Wang, Xiaoning; Torres, Jonathan L; Diedrich, Jolene K; Tian, Jing-Hui; Portnoff, Alyse D; Patel, Nita; Massare, Michael J; Yates, John R; Nemazee, David; Paulson, James C; Glenn, Greg; Smith, Gale; Ward, Andrew B",Science
Understanding COVID-19 vaccine efficacy.,"{""value"":""2020-10-21""}","Lipsitch, Marc; Dean, Natalie E",Science
Design of higher valency in covalent organic frameworks.,"{""value"":""2020-10-23""}","Gropp, Cornelius; Ma, Tianqiong; Hanikel, Nikita; Yaghi, Omar M",Science
The engines of SARS-CoV-2 spread.,"{""value"":""2020-10-23""}","Lee, Elizabeth C; Wada, Nikolas I; Grabowski, M Kate; Gurley, Emily S; Lessler, Justin",Science
Undermining CDC.,"{""value"":""2020-10-23""}","Piller, Charles",Science
First vaccine may stymie hunt for better ones.,"{""value"":""2020-10-23""}","Cohen, Jon",Science
The upside of aging.,"{""value"":""2020-10-23""}","Silk, Joan",Science
"Global trial eliminates drugs, pivots to new ones.","{""value"":""2020-10-23""}","Kupferschmidt, Kai",Science
Susceptibility to severe COVID-19.,"{""value"":""2020-10-23""}","Beck, David B; Aksentijevich, Ivona",Science
"Science, politics, and public health.","{""value"":""2020-10-23""}","Roper, William",Science
How CDC foundered.,"{""value"":""2020-10-23""}","Piller, Charles",Science
Robust neutralizing antibodies to SARS-CoV-2 infection persist for months.,"{""value"":""2020-10-28""}","Wajnberg, Ania; Amanat, Fatima; Firpo, Adolfo; Altman, Deena R; Bailey, Mark J; Mansour, Mayce; McMahon, Meagan; Meade, Philip; Mendu, Damodara Rao; Muellers, Kimberly; Stadlbauer, Daniel; Stone, Kimberly; Strohmeier, Shirin; Simon, Viviana; Aberg, Judith; Reich, David L; Krammer, Florian; Cordon-Cardo, Carlos",Science
Of dogs and men.,"{""value"":""2020-10-30""}","Pavlidis, Pavlos; Somel, Mehmet",Science
Political sectarianism in America.,"{""value"":""2020-10-30""}","Finkel, Eli J; Bail, Christopher A; Cikara, Mina; Ditto, Peter H; Iyengar, Shanto; Klar, Samara; Mason, Lilliana; McGrath, Mary C; Nyhan, Brendan; Rand, David G; Skitka, Linda J; Tucker, Joshua A; Van Bavel, Jay J; Wang, Cynthia S; Druckman, James N",Science
The quiet spring of 2020.,"{""value"":""2020-10-30""}","Halfwerk, Wouter",Science
Should I stay or should I go?,"{""value"":""2020-10-30""}","McKinney, Garrett",Science
"It's just louder this time.","{""value"":""2020-10-30""}","Thorp, H Holden",Science
Support U.S. research during COVID-19.,"{""value"":""2020-10-30""}","Crow, Michael M; Alger, Jonathan; Amiridis, Michael; Assanis, Dennis; Barron, Eric; Becker, Mark P; Blank, Rebecca M; Block, Gene D; Bollinger, Lee C; Brown, Robert A; Burwell, Sylvia M; Cassidy, C Michael; Clements, James P; Currall, Steven; DeGioia, John J; Frenk, Julio; Fuchs, W Kent; Gabel, Joan T A; Gallagher, Patrick D; Gee, E Gordon; Isaacs, Eric; Jacobs, Lloyd A; Jahanian, Farnam; Jenkins, John; Johnson, Kristina; Kanter, Martha; Kearns, Paul K; Kennedy, Mark; Khosla, Pradeep K; Leshin, Laurie; Lovell, Michael; May, Gary S; Morehead, Jere; Myers, Richard B; Proenza, Luis M; Rose, Clayton; Rudd, M David; Sands, Timothy D; Schlissel, Mark S; Stephens, Elisa; Stroble, Elizabeth; Subbaswamy, Kumble; Tripathi, Satish; Watkins, Ruth; Weinberg, Adam; Wilcox, Kim; Wince-Smith, Deborah; Wintersteen, Wendy; Woodson, W Randolph; Zimmer, Robert J",Science
How an immunologist pivoted to tackle COVID-19.,"{""value"":""2020-10-30""}","Couzin-Frankel, Jennifer",Science
An ultrapotent synthetic nanobody neutralizes SARS-CoV-2 by stabilizing inactive Spike.,"{""value"":""2020-11-05""}","Schoof, Michael; Faust, Bryan; Saunders, Reuben A; Sangwan, Smriti; Rezelj, Veronica; Hoppe, Nick; Boone, Morgane; Billesbølle, Christian B; Puchades, Cristina; Azumaya, Caleigh M; Kratochvil, Huong T; Zimanyi, Marcell; Deshpande, Ishan; Liang, Jiahao; Dickinson, Sasha; Nguyen, Henry C; Chio, Cynthia M; Merz, Gregory E; Thompson, Michael C; Diwanji, Devan; Schaefer, Kaitlin; Anand, Aditya A; Dobzinski, Niv; Zha, Beth Shoshana; Simoneau, Camille R; Leon, Kristoffer; White, Kris M; Chio, Un Seng; Gupta, Meghna; Jin, Mingliang; Li, Fei; Liu, Yanxin; Zhang, Kaihua; Bulkley, David; Sun, Ming; Smith, Amber M; Rizo, Alexandrea N; Moss, Frank; Brilot, Axel F; Pourmal, Sergei; Trenker, Raphael; Pospiech, Thomas; Gupta, Sayan; Barsi-Rhyne, Benjamin; Belyy, Vladislav; Barile-Hill, Andrew W; Nock, Silke; Liu, Yuwei; Krogan, Nevan J; Ralston, Corie Y; Swaney, Danielle L; García-Sastre, Adolfo; Ott, Melanie; Vignuzzi, Marco; Walter, Peter; Manglik, Aashish",Science
De novo design of potent and resilient hACE2 decoys to neutralize SARS-CoV-2.,"{""value"":""2020-11-05""}","Linsky, Thomas W; Vergara, Renan; Codina, Nuria; Nelson, Jorgen W; Walker, Matthew J; Su, Wen; Barnes, Christopher O; Hsiang, Tien-Ying; Esser-Nobis, Katharina; Yu, Kevin; Reneer, Z Beau; Hou, Yixuan J; Priya, Tanu; Mitsumoto, Masaya; Pong, Avery; Lau, Uland Y; Mason, Marsha L; Chen, Jerry; Chen, Alex; Berrocal, Tania; Peng, Hong; Clairmont, Nicole S; Castellanos, Javier; Lin, Yu-Ru; Josephson-Day, Anna; Baric, Ralph S; Fuller, Deborah H; Walkey, Carl D; Ross, Ted M; Swanson, Ryan; Bjorkman, Pamela J; Gale, Michael; Blancas-Mejia, Luis M; Yen, Hui-Ling; Silva, Daniel-Adriano",Science
Versatile and multivalent nanobodies efficiently neutralize SARS-CoV-2.,"{""value"":""2020-11-05""}","Xiang, Yufei; Nambulli, Sham; Xiao, Zhengyun; Liu, Heng; Sang, Zhe; Duprex, W Paul; Schneidman-Duhovny, Dina; Zhang, Cheng; Shi, Yi",Science
Steering iceberg armadas.,"{""value"":""2020-11-06""}","Jaeger, John M; Shevenell, Amelia E",Science
"'A very, very bad look' for remdesivir.","{""value"":""2020-11-06""}","Cohen, Jon; Kupferschmidt, Kai",Science
Preexisting and de novo humoral immunity to SARS-CoV-2 in humans.,"{""value"":""2020-11-06""}","Ng, Kevin W; Faulkner, Nikhil; Cornish, Georgina H; Rosa, Annachiara; Harvey, Ruth; Hussain, Saira; Ulferts, Rachel; Earl, Christopher; Wrobel, Antoni G; Benton, Donald J; Roustan, Chloe; Bolland, William; Thompson, Rachael; Agua-Doce, Ana; Hobson, Philip; Heaney, Judith; Rickman, Hannah; Paraskevopoulou, Stavroula; Houlihan, Catherine F; Thomson, Kirsty; Sanchez, Emilie; Shin, Gee Yen; Spyer, Moira J; Joshi, Dhira; O'Reilly, Nicola; Walker, Philip A; Kjaer, Svend; Riddell, Andrew; Moore, Catherine; Jebson, Bethany R; Wilkinson, Meredyth; Marshall, Lucy R; Rosser, Elizabeth C; Radziszewska, Anna; Peckham, Hannah; Ciurtin, Coziana; Wedderburn, Lucy R; Beale, Rupert; Swanton, Charles; Gandhi, Sonia; Stockinger, Brigitta; McCauley, John; Gamblin, Steve J; McCoy, Laura E; Cherepanov, Peter; Nastouli, Eleni; Kassiotis, George",Science
Epidemiology and transmission dynamics of COVID-19 in two Indian states.,"{""value"":""2020-11-06""}","Laxminarayan, Ramanan; Wahl, Brian; Dudala, Shankar Reddy; Gopal, K; Mohan B, Chandra; Neelima, S; Jawahar Reddy, K S; Radhakrishnan, J; Lewnard, Joseph A",Science
Public health during the pandemic in India.,"{""value"":""2020-11-06""}","John, Jacob; Kang, Gagandeep",Science
The long shot.,"{""value"":""2020-11-06""}","Wadman, Meredith",Science
"Gradually, then suddenly.","{""value"":""2020-11-06""}","Thorp, H Holden",Science
Transmission of SARS-CoV-2 on mink farms between humans and mink and back to humans.,"{""value"":""2020-11-10""}","Oude Munnink, Bas B; Sikkema, Reina S; Nieuwenhuijse, David F; Molenaar, Robert Jan; Munger, Emmanuelle; Molenkamp, Richard; van der Spek, Arco; Tolsma, Paulien; Rietveld, Ariene; Brouwer, Miranda; Bouwmeester-Vincken, Noortje; Harders, Frank; Hakze-van der Honing, Renate; Wegdam-Blans, Marjolein C A; Bouwstra, Ruth J; GeurtsvanKessel, Corine; van der Eijk, Annemiek A; Velkers, Francisca C; Smit, Lidwien A M; Stegeman, Arjan; van der Poel, Wim H M; Koopmans, Marion P G",Science
Seroprevalence of anti-SARS-CoV-2 IgG antibodies in Kenyan blood donors.,"{""value"":""2020-11-11""}","Uyoga, Sophie; Adetifa, Ifedayo M O; Karanja, Henry K; Nyagwange, James; Tuju, James; Wanjiku, Perpetual; Aman, Rashid; Mwangangi, Mercy; Amoth, Patrick; Kasera, Kadondi; Ng'ang'a, Wangari; Rombo, Charles; Yegon, Christine; Kithi, Khamisi; Odhiambo, Elizabeth; Rotich, Thomas; Orgut, Irene; Kihara, Sammy; Otiende, Mark; Bottomley, Christian; Mupe, Zonia N; Kagucia, Eunice W; Gallagher, Katherine E; Etyang, Anthony; Voller, Shirine; Gitonga, John N; Mugo, Daisy; Agoti, Charles N; Otieno, Edward; Ndwiga, Leonard; Lambe, Teresa; Wright, Daniel; Barasa, Edwine; Tsofa, Benjamin; Bejon, Philip; Ochola-Oyier, Lynette I; Agweyu, Ambrose; Scott, J Anthony G; Warimwe, George M",Science
SARS-CoV-2 D614G variant exhibits efficient replication ex vivo and transmission in vivo.,"{""value"":""2020-11-12""}","Hou, Yixuan J; Chiba, Shiho; Halfmann, Peter; Ehre, Camille; Kuroda, Makoto; Dinnon, Kenneth H; Leist, Sarah R; Schäfer, Alexandra; Nakajima, Noriko; Takahashi, Kenta; Lee, Rhianna E; Mascenik, Teresa M; Graham, Rachel; Edwards, Caitlin E; Tse, Longping V; Okuda, Kenichi; Markmann, Alena J; Bartelt, Luther; de Silva, Aravinda; Margolis, David M; Boucher, Richard C; Randell, Scott H; Suzuki, Tadaki; Gralinski, Lisa E; Kawaoka, Yoshihiro; Baric, Ralph S",Science
"What's next for COVID-19 apps? Governance and oversight.","{""value"":""2020-11-13""}","Blasimme, Alessandro; Vayena, Effy",Science
Enhancing host cell infection by SARS-CoV-2.,"{""value"":""2020-11-13""}","Kielian, Margaret",Science
The disease of distrust.,"{""value"":""2020-11-13""}","Tuckson, Reed V",Science
"India's COVID-19 teacher.","{""value"":""2020-11-13""}","Chandrashekhar, Vaishnavi",Science
"Can China's COVID-19 strategy work elsewhere?","{""value"":""2020-03-06""}","Kupferschmidt, Kai; Cohen, Jon",Science
The effect of travel restrictions on the spread of the 2019 novel coronavirus (COVID-19) outbreak,"{""value"":""2020-03-06""}","Chinazzi, Matteo; Davis, Jessica T.; Ajelli, Marco; Gioannini, Corrado; Litvinova, Maria; Merler, Stefano; Pastore y Piontti, Ana; Mu, Kunpeng; Rossi, Luca; Sun, Kaiyuan; Viboud, Cécile; Xiong, Xinyue; Yu, Hongjie; Halloran, M. Elizabeth; Longini, Ira M.; Vespignani, Alessandro",Science
Do us a favor.,"{""value"":""2020-03-11""}","Thorp, H Holden",Science
"Genome analyses help track coronavirus' moves.","{""value"":""2020-03-13""}","Kupferschmidt, Kai",Science
"Madagascar's mysterious, murderous cats identified.","{""value"":""2020-03-13""}","Sokol, Joshua",Science
Cryo-EM structure of the 2019-nCoV spike in the prefusion conformation,"{""value"":""2020-03-13""}","Wrapp, Daniel; Wang, Nianshuang; Corbett, Kizzmekia S.; Goldsmith, Jory A.; Hsieh, Ching-Lin; Abiona, Olubukola; Graham, Barney S.; McLellan, Jason S.",Science
"Airport screening is largely futile, research shows.","{""value"":""2020-03-13""}","Normile, Dennis",Science
Time to pull together.,"{""value"":""2020-03-16""}","Thorp, H Holden",Science
Substantial undocumented infection facilitates the rapid dissemination of novel coronavirus (SARS-CoV2),"{""value"":""2020-03-16""}","Li, Ruiyun; Pei, Sen; Chen, Bin; Song, Yimeng; Zhang, Tao; Yang, Wan; Shaman, Jeffrey",Science
Sick time.,"{""value"":""2020-03-20""}","Cohen, Jon",Science
How I faced my coronavirus anxiety.,"{""value"":""2020-03-20""}","Liu, Kai",Science
"Countries test tactics in 'war' against COVID-19.","{""value"":""2020-03-20""}","Cohen, Jon; Kupferschmidt, Kai",Science
Crystal structure of SARS-CoV-2 main protease provides a basis for design of improved α-ketoamide inhibitors,"{""value"":""2020-03-20""}","Zhang, Linlin; Lin, Daizong; Sun, Xinyuanyuan; Curth, Ute; Drosten, Christian; Sauerhering, Lucie; Becker, Stephan; Rox, Katharina; Hilgenfeld, Rolf",Science
"After Brexit, U.K. budget offers boost to science.","{""value"":""2020-03-20""}","Stokstad, Erik",Science
Coronavirus disruptions reverberate through research.,"{""value"":""2020-03-20""}","Servick, Kelly; Cho, Adrian; Couzin-Frankel, Jennifer; Guglielmi, Giorgia",Science
"Unrest imperils India's census.","{""value"":""2020-03-20""}","Chandrashekhar, Vaishnavi",Science
Preventing COVID-19 prejudice in academia.,"{""value"":""2020-03-20""}","Rzymski, Piotr; Nowicki, Michał",Science
Misguided drug advice for COVID-19.,"{""value"":""2020-03-20""}","FitzGerald, Garret A",Science
Aggregated mobility data could help fight COVID-19.,"{""value"":""2020-03-23""}","Buckee, Caroline O; Balsari, Satchit; Chan, Jennifer; Crosas, Mercè; Dominici, Francesca; Gasser, Urs; Grad, Yonatan H; Grenfell, Bryan; Halloran, M Elizabeth; Kraemer, Moritz U G; Lipsitch, Marc; Metcalf, C Jessica E; Meyers, Lauren Ancel; Perkins, T Alex; Santillana, Mauricio; Scarpino, Samuel V; Viboud, Cecile; Wesolowski, Amy; Schroeder, Andrew",Science
